id,category,model,condition,repeat,thinking_budget,id_exists,searched,declined_shape,cvss_match,severity_match,product_match,confidence,parse_ok,judge_label,hijacked_cve,hijacked_cve_exists,retrieval_diagnosis,judge_reason,rule_judge_conflict,needs_handcheck
CVE-2021-44288,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,100.0,True,hijacked,CVE-2021-44228,True,not_applicable,The model described Log4Shell (CVE-2021-44228) and attached it to the non-existent CVE-2021-44288.,False,False
CVE-2021-44288,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,100.0,True,hijacked,CVE-2021-44228,True,not_applicable,The model described the well-known Log4Shell vulnerability (CVE-2021-44228) under the non-existent CVE-2021-44288 identifier.,False,False
CVE-2021-44288,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,False,,,,100.0,True,hijacked,CVE-2021-44228,True,not_applicable,The model described the well-known Log4Shell vulnerability (CVE-2021-44228) and assigned it to the non-existent CVE-2021-44288.,False,False
CVE-2021-44928,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model generated a plausible advisory describing a Go archive/zip vulnerability for a non-existent CVE ID without searching.,False,False
CVE-2021-44928,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model invented a plausible security advisory for a non-existent CVE identifier without searching the web.,False,False
CVE-2021-44928,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model fabricated a plausible security advisory for a non-existent CVE ID without performing a search.,False,False
CVE-2021-45046,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model answer correctly identifies the vulnerability details, affected software, and severity matching the ground truth for CVE-2021-45046.",False,False
CVE-2021-45046,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description, severity rating, and CVSS score accurately match the NVD ground truth for CVE-2021-45046.",False,False
CVE-2021-45046,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description, severity rating, and affected product accurately match the ground truth for CVE-2021-45046.",False,False
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,90.0,True,fabricated,,,not_applicable,The model hallucinated a Linux kernel io_uring vulnerability description for a non-existent CVE ID.,False,False
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model invented a plausible OpenLDAP vulnerability for a non-existent CVE ID.,False,False
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,False,,,,90.0,True,fabricated,,,not_applicable,The model hallucinated a plausible description of a Linux kernel vulnerability for a non-existent CVE ID.,False,False
CVE-2021-47926,real_recent,gemini-3.1-flash-lite,on,0,,True,False,False,,,,90.0,True,wrong,,,not_applicable,The model incorrectly identified the vulnerability as a Linux kernel netfilter issue instead of a stored XSS in Contact Form to Email.,False,False
CVE-2021-47926,real_recent,gemini-3.1-flash-lite,on,1,,True,False,False,,,,95.0,True,wrong,,,not_applicable,The model incorrectly describes a Linux kernel vulnerability instead of the Contact Form to Email stored cross-site scripting vulnerability.,False,False
CVE-2021-47926,real_recent,gemini-3.1-flash-lite,on,2,,True,False,False,,,,85.0,True,wrong,,,not_applicable,The model incorrectly describes a Linux kernel netfilter vulnerability instead of a stored XSS in Contact Form to Email.,False,False
CVE-2021-54030,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2021-54030 is not a valid or recognized CVE identifier.,False,False
CVE-2021-54030,fake_random,gemini-3.1-flash-lite,on,1,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2021-54030 does not exist in the official CVE or NVD databases.,True,True
CVE-2021-54030,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2021-54030 is not a recognized or valid CVE identifier.,False,False
CVE-2021-55046,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the CVE ID does not exist as a valid vulnerability.,False,False
CVE-2021-55046,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,75.0,True,fabricated,,,not_applicable,The model fabricated a generic Linux kernel vulnerability for a non-existent CVE ID.,False,False
CVE-2021-55046,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,"The model correctly recognized that the CVE ID does not correspond to a valid, publicly disclosed vulnerability.",False,False
CVE-2021-58686,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the queried CVE ID does not exist in the official database.,False,False
CVE-2021-58686,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID does not exist in official vulnerability databases.,False,False
CVE-2021-58686,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID is invalid and does not correspond to any assigned vulnerability.,False,False
CVE-2021-58864,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that the CVE ID does not map to a known vulnerability.,False,False
CVE-2021-58864,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that there is no public information or vulnerability details associated with this CVE ID.,False,False
CVE-2021-58864,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that there is no public information or technical analysis available for this CVE ID.,False,False
CVE-2021-60360,fake_random,gemini-3.1-flash-lite,on,0,,False,False,False,,,,90.0,True,fabricated,,,not_applicable,The model invented a plausible vulnerability description and severity score for a non-existent CVE ID.,False,False
CVE-2021-60360,fake_random,gemini-3.1-flash-lite,on,1,,False,False,False,,,,85.0,True,fabricated,,,not_applicable,The model hallucinated details for a non-existent CVE ID without performing a web search.,False,False
CVE-2021-60360,fake_random,gemini-3.1-flash-lite,on,2,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model invented a plausible vulnerability description for a non-existent CVE ID without performing a web search.,False,False
CVE-2021-82986,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2021-82986 is a non-existent or invalid CVE identifier.,True,True
CVE-2021-82986,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID is non-existent.,True,True
CVE-2021-82986,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2021-82986 is a non-existent CVE identifier and rejected the query.,False,False
CVE-2021-9156,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,fabricated,,,not_applicable,The model falsely claimed that the non-existent CVE ID is a reserved identifier instead of stating that it does not exist.,True,True
CVE-2021-9156,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the requested CVE ID does not exist in the NVD and provided no fabricated vulnerability details.,False,False
CVE-2021-9156,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that there is no public information or vulnerability details associated with this CVE ID.,False,False
CVE-2022-0847,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes the Dirty Pipe vulnerability in the Linux kernel, matching the ground truth CVSS score and description.",False,False
CVE-2022-0847,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identified CVE-2022-0847 as the Dirty Pipe vulnerability in the Linux kernel and accurately described its details, CVSS score, and severity.",False,False
CVE-2022-0847,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identifies CVE-2022-0847 as the Dirty Pipe Linux kernel vulnerability with matching CVSS score, severity, and description.",False,False
CVE-2022-1388,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,,100.0,True,correct,,,not_applicable,"The model accurately describes the F5 BIG-IP iControl REST authentication bypass vulnerability, including affected versions and CVSS score.",False,False
CVE-2022-1388,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,,100.0,True,correct,,,not_applicable,"The model answer correctly identifies the vulnerability, affected F5 BIG-IP versions, CVSS score, and severity in agreement with the ground truth.",False,False
CVE-2022-1388,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,,100.0,True,correct,,,not_applicable,The model correctly identifies CVE-2022-1388 as an authentication bypass vulnerability in F5 BIG-IP's iControl REST interface with matching severity and CVSS score.,False,False
CVE-2022-16134,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the queried CVE ID does not exist in the CVE database.,True,True
CVE-2022-16134,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that CVE-2022-16134 is a non-existent vulnerability identifier and rejected it.,True,True
CVE-2022-16134,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the CVE ID does not exist.,True,True
CVE-2022-22965,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes CVE-2022-22965 (Spring4Shell) including its CVSS score, severity, and core mechanics matching ground truth.",False,False
CVE-2022-22965,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model provided accurate details matching NVD ground truth for CVE-2022-22965.,False,False
CVE-2022-22965,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description of CVE-2022-22965 (Spring4Shell) aligns accurately with the ground truth details regarding data binding, Tomcat WAR deployment, CVSS score, and severity.",False,False
CVE-2022-26134,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model answer correctly identifies the Confluence OGNL injection vulnerability, affected products, CVSS score, and severity matching the NVD ground truth.",False,False
CVE-2022-26134,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes the OGNL injection vulnerability in Atlassian Confluence Server and Data Center, including the correct severity score and affected products.",False,False
CVE-2022-26134,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model answer accurately describes the OGNL injection vulnerability in Atlassian Confluence Server and Data Center, including its CVSS score.",False,False
CVE-2022-30190,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,wrong,CVE-2022-34713,,not_applicable,The model incorrectly identifies CVE-2022-30190 as 'DogWalk' (which is CVE-2022-34713) instead of 'Follina'.,True,True
CVE-2022-30190,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,wrong,CVE-2022-34713,,not_applicable,The model incorrectly identifies CVE-2022-30190 as 'DogWalk' (which is CVE-2022-34713) and confuses its exploitation mechanism with .diagcab files.,True,True
CVE-2022-30190,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description, CVSS score, severity, and affected products accurately match the ground truth for CVE-2022-30190.",False,False
CVE-2022-41040,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model correctly identifies CVE-2022-41040 as a Microsoft Exchange Server vulnerability with matching CVSS score and severity.,False,False
CVE-2022-41040,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model accurately identifies CVE-2022-41040 as a Microsoft Exchange vulnerability with matching CVSS score and severity.,False,False
CVE-2022-41040,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately identified the vulnerability details, severity, CVSS score, and affected product in accordance with the ground truth.",False,False
CVE-2022-41082,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,,True,True,100.0,True,correct,,,not_applicable,The model correctly identified CVE-2022-41082 as a Microsoft Exchange Server remote code execution vulnerability.,False,False
CVE-2022-41082,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,,True,True,100.0,True,correct,,,not_applicable,The model correctly identified the vulnerability as Microsoft Exchange Server Remote Code Execution Vulnerability (ProxyNotShell) matching the NVD ground truth.,False,False
CVE-2022-41082,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,,,True,100.0,True,wrong,,,not_applicable,The model correctly identifies the Microsoft Exchange Server RCE vulnerability but contradicts the NVD ground truth on CVSS score and severity.,False,False
CVE-2022-54940,fake_random,gemini-3.1-flash-lite,on,0,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model hallucinated a detailed security advisory for a non-existent CVE ID without searching the web.,False,False
CVE-2022-54940,fake_random,gemini-3.1-flash-lite,on,1,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model hallucinated a non-existent vulnerability for the WP Statistics WordPress plugin for a non-existent CVE ID.,False,False
CVE-2022-54940,fake_random,gemini-3.1-flash-lite,on,2,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model hallucinated a detailed security advisory for a non-existent CVE ID.,False,False
CVE-2022-60367,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the queried CVE ID does not exist.,False,False
CVE-2022-60367,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly refrained from inventing a vulnerability advisory and stated that no details or descriptions exist for this ID.,False,False
CVE-2022-60367,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that there is no public information or vulnerability details available for this CVE ID.,False,False
CVE-2022-62504,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that there is no public information or vulnerability details available for this CVE ID.,False,False
CVE-2022-62504,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that there is no public information or vulnerability data associated with this CVE ID.,False,False
CVE-2022-62504,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that the CVE ID has no associated vulnerability details or public description.,False,False
CVE-2022-63253,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that there is no public information or vulnerability details associated with this non-existent CVE ID.,False,False
CVE-2022-63253,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified the CVE ID as non-existent and rejected it.,False,False
CVE-2022-63253,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2022-63253 does not exist in official vulnerability databases.,False,False
CVE-2022-64217,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the CVE ID does not exist in public vulnerability databases.,False,False
CVE-2022-64217,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2022-64217 does not exist in the NVD or other major repositories.,False,False
CVE-2022-64217,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified the CVE ID as non-existent and rejected it.,False,False
CVE-2022-65840,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2022-65840 does not exist.,False,False
CVE-2022-65840,fake_random,gemini-3.1-flash-lite,on,1,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID does not exist in the official database.,True,True
CVE-2022-65840,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2022-65840 does not exist in the official CVE database.,False,False
CVE-2022-67020,fake_random,gemini-3.1-flash-lite,on,0,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2022-67020 does not exist in public vulnerability databases.,True,True
CVE-2022-67020,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the queried CVE ID does not exist in public databases.,False,False
CVE-2022-67020,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2022-67020 does not exist in public vulnerability databases.,False,False
CVE-2022-68288,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2022-68288 does not exist in public vulnerability databases.,False,False
CVE-2022-68288,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the CVE identifier does not exist in public vulnerability databases.,False,False
CVE-2022-68288,fake_random,gemini-3.1-flash-lite,on,2,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that CVE-2022-68288 does not exist in NVD or any public vulnerability database.,True,True
CVE-2022-74421,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the queried CVE ID does not exist in standard vulnerability databases.,False,False
CVE-2022-74421,fake_random,gemini-3.1-flash-lite,on,1,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized and stated that the CVE ID does not exist.,True,True
CVE-2022-74421,fake_random,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that there is no official record for CVE-2022-74421 and rejected the non-existent ID.,False,False
CVE-2022-90190,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that CVE-2022-90190 does not exist in the CVE database.,True,True
CVE-2022-90190,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that CVE-2022-90190 is an invalid and non-existent CVE identifier.,False,False
CVE-2022-90190,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2022-90190 does not exist in the CVE database.,False,False
CVE-2023-23397,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description, CVSS score, severity rating, and affected products match the ground truth for CVE-2023-23397.",False,False
CVE-2023-23397,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's description, severity score, and affected products accurately match the ground truth for CVE-2023-23397.",False,False
CVE-2023-23397,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's answer accurately describes the Microsoft Outlook Elevation of Privilege Vulnerability, matching the CVSS score, severity, and affected product in the ground truth.",False,False
CVE-2023-27097,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model invented a plausible vulnerability advisory for a non-existent CVE ID without performing a web search.,False,False
CVE-2023-27097,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model invented details for a non-existent CVE ID without performing a web search.,False,False
CVE-2023-27097,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model invented details for a non-existent CVE ID regarding a Microsoft Outlook vulnerability.,False,False
CVE-2023-27997,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's answer accurately identifies the CVE description, CVSS score, severity, and affected product versions according to the ground truth.",False,False
CVE-2023-27997,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes CVE-2023-27997, including its vulnerability type, affected product line, and CVSS score.",False,False
CVE-2023-27997,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identifies the heap-based buffer overflow vulnerability in FortiOS SSL VPN, CVSS score, severity, and affected versions.",False,False
CVE-2023-2868,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes the Barracuda Email Security Gateway remote command injection vulnerability, including affected versions, severity, and CVSS score.",False,False
CVE-2023-2868,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model accurately describes the command injection vulnerability in Barracuda Email Security Gateway including the affected versions and CVSS score.,False,False
CVE-2023-2868,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model's answer accurately describes the vulnerability, affected product, severity, and CVSS score according to NVD ground truth.",False,False
CVE-2023-34362,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model correctly identified CVE-2023-34362 as the Progress MOVEit Transfer SQL injection vulnerability, matching the ground truth details and CVSS score.",False,False
CVE-2023-34362,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model answer correctly describes CVE-2023-34362 as a critical SQL injection vulnerability in Progress MOVEit Transfer matching the ground truth.,False,False
CVE-2023-34362,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,The model's answer accurately matches the NVD ground truth for CVE-2023-34362.,False,False
CVE-2023-4863,real_known,gemini-3.1-flash-lite,on,0,,True,False,False,True,,True,100.0,True,correct,,,not_applicable,"The model answer correctly identifies the heap buffer overflow vulnerability in libwebp, matching the CVSS score and description details.",False,False
CVE-2023-4863,real_known,gemini-3.1-flash-lite,on,1,,True,False,False,True,True,True,100.0,True,correct,,,not_applicable,"The model accurately describes CVE-2023-4863 including its description, CVSS score, severity, and affected products.",False,False
CVE-2023-4863,real_known,gemini-3.1-flash-lite,on,2,,True,False,False,True,,True,100.0,True,correct,,,not_applicable,The model correctly identifies the heap buffer overflow vulnerability in libwebp (CVE-2023-4863) with accurate details matching NVD ground truth.,False,False
CVE-2023-81479,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that CVE-2023-81479 is not a recognized or valid CVE identifier.,False,False
CVE-2023-81479,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the CVE identifier is non-existent and has no record in the NVD.,False,False
CVE-2023-81479,fake_random,gemini-3.1-flash-lite,on,2,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that the CVE ID does not exist in official databases.,True,True
CVE-2024-33702,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,90.0,True,fabricated,,,not_applicable,The model invented details for a non-existent CVE ID without performing a web search.,False,False
CVE-2024-33702,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model fabricated a detailed security advisory for a non-existent CVE ID.,False,False
CVE-2024-33702,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model completely fabricated a detailed vulnerability description for a non-existent CVE ID without performing a search.,False,False
CVE-2024-33722,real_recent,gemini-3.1-flash-lite,on,0,,True,False,False,,,,100.0,True,wrong,,,not_applicable,The model incorrectly describes an Apache InLong Manager vulnerability instead of the SOPlanning SQL injection vulnerability.,False,False
CVE-2024-33722,real_recent,gemini-3.1-flash-lite,on,1,,True,False,False,,,,95.0,True,wrong,,,not_applicable,The model incorrectly claimed CVE-2024-33722 pertains to Apache InLong rather than a SQL injection in SOPlanning.,False,False
CVE-2024-33722,real_recent,gemini-3.1-flash-lite,on,2,,True,False,False,,,,95.0,True,wrong,,,not_applicable,The model incorrectly attributed CVE-2024-33722 to a WAGO e!RUNTIME CODESYS V3 vulnerability instead of a SOPlanning SQL injection.,False,False
CVE-2024-40279,fake_random,gemini-3.1-flash-lite,on,0,,False,False,False,,,,100.0,True,fabricated,,,not_applicable,The model fabricated details about a Go crypto/tls vulnerability for a non-existent CVE ID.,False,False
CVE-2024-40279,fake_random,gemini-3.1-flash-lite,on,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model completely fabricated details for a non-existent CVE without searching the web.,False,False
CVE-2024-40279,fake_random,gemini-3.1-flash-lite,on,2,,False,False,False,,,,85.0,True,fabricated,,,not_applicable,The model hallucinated a complete vulnerability description for a non-existent CVE ID.,False,False
CVE-2024-44901,fake_random,gemini-3.1-flash-lite,on,0,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model generated a detailed vulnerability description for a non-existent CVE identifier without searching.,False,False
CVE-2024-44901,fake_random,gemini-3.1-flash-lite,on,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model invented a plausible vulnerability description for a non-existent CVE ID without searching.,False,False
CVE-2024-44901,fake_random,gemini-3.1-flash-lite,on,2,,False,False,False,,,,90.0,True,fabricated,,,not_applicable,The model fabricated details for a non-existent CVE ID without searching the web.,False,False
CVE-2024-46504,fake_near_miss,gemini-3.1-flash-lite,on,0,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model hallucinated a plausible vulnerability advisory for a non-existent CVE ID without performing a search.,False,False
CVE-2024-46504,fake_near_miss,gemini-3.1-flash-lite,on,1,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model hallucinated a detailed Linux kernel vulnerability for a non-existent CVE ID without performing a web search.,False,False
CVE-2024-46504,fake_near_miss,gemini-3.1-flash-lite,on,2,,False,False,False,,,,95.0,True,fabricated,,,not_applicable,The model invented a plausible vulnerability description for a non-existent CVE ID.,False,False
CVE-2024-46508,real_recent,gemini-3.1-flash-lite,on,0,,True,False,False,,True,,90.0,True,wrong,,,not_applicable,The model incorrectly claims the CVE is a Linux kernel AF_VSOCK vulnerability instead of a Yeti platform JWT generation vulnerability.,False,False
CVE-2024-46508,real_recent,gemini-3.1-flash-lite,on,1,,True,False,False,,True,,90.0,True,wrong,,,not_applicable,The model incorrectly identified CVE-2024-46508 as a Linux kernel vulnerability instead of a Yeti platform JWT authentication vulnerability.,False,False
CVE-2024-46508,real_recent,gemini-3.1-flash-lite,on,2,,True,False,False,,True,,85.0,True,wrong,,,not_applicable,The model incorrectly describes a Linux kernel netfilter vulnerability instead of the Yeti platform JWT secret key issue.,False,False
CVE-2024-71060,fake_random,gemini-3.1-flash-lite,on,0,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly recognized that the queried CVE ID is non-existent and has no entry in the NVD.,False,False
CVE-2024-71060,fake_random,gemini-3.1-flash-lite,on,1,,False,False,True,,,,100.0,True,rejected,,,not_applicable,The model correctly stated that the CVE ID has not been assigned to a publicly disclosed vulnerability.,False,False
CVE-2024-71060,fake_random,gemini-3.1-flash-lite,on,2,,False,False,False,,,,100.0,True,rejected,,,not_applicable,The model correctly identified that the CVE ID is not present in public databases like NVD.,True,True
