id,category,model,condition,repeat,searched,judge_label,retrieval_diagnosis,judge_reason,rule_judge_conflict,manual_label,manual_diagnosis
CVE-2021-34527,real_known,gemini-3.1-flash-lite,off,1,False,correct,not_applicable,The model accurately describes the PrintNightmare vulnerability (CVE-2021-34527) in the Windows Print Spooler service matching NVD ground truth.,False,,
CVE-2024-33702,fake_near_miss,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model fabricated a detailed security advisory for a non-existent CVE ID.,False,,
CVE-2026-6863,real_recent,gemini-3.5-flash,off,2,False,declined,retrieved_nothing,"The model declined to provide details, citing that the CVE is beyond its knowledge cutoff date.",False,,
CVE-2020-42421,fake_random,gemini-3.5-flash-lite,on,1,False,hijacked,not_applicable,"The model recognized the requested ID does not exist, but hijacked the response by providing full details for CVE-2020-4242.",False,,
CVE-2020-59500,fake_random,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly recognized that CVE-2020-59500 does not exist and rejected the non-existent CVE ID.,True,,
CVE-2026-71654,fake_near_miss,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly stated that the CVE ID does not exist in public vulnerability databases.,True,,
CVE-2021-40428,fake_near_miss,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model fabricated a plausible Windows Print Spooler vulnerability advisory for a non-existent CVE ID.,False,,
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,on,0,False,fabricated,not_applicable,The model hallucinated a Linux kernel io_uring vulnerability description for a non-existent CVE ID.,False,,
CVE-2022-60367,fake_random,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model explicitly stated in the notes that CVE-2022-60367 does not exist.,True,,
CVE-2021-60360,fake_random,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that information regarding CVE-2021-60360 is not available in its knowledge base.,False,,
CVE-2020-59500,fake_random,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly stated that no public record or vulnerability details exist for the non-existent CVE-2020-59500.,False,,
CVE-2026-52368,fake_near_miss,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,"The model correctly refrained from hallucinating details, stating that no vulnerability details are available for this CVE ID.",True,,
CVE-2026-41559,fake_near_miss,gemini-3.1-flash-lite,on,2,False,rejected,not_applicable,"The model correctly refrained from hallucinating vulnerability details, stating that no public information is available for this identifier.",True,,
CVE-2021-45046,real_known,gemini-3.1-flash-lite,on,2,False,correct,not_applicable,"The model's description, severity rating, and affected product accurately match the ground truth for CVE-2021-45046.",False,,
CVE-2024-33722,real_recent,gemini-3.5-flash-lite,off,2,False,wrong,not_applicable,The model incorrectly described a vulnerability in Progress Kemp LoadMaster instead of SOPlanning.,False,,
CVE-2020-65080,fake_random,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly identified that CVE-2020-65080 does not exist in the National Vulnerability Database.,True,,
CVE-2026-47519,fake_near_miss,gemini-3.1-flash-lite,on,0,False,fabricated,not_applicable,The model incorrectly asserted that the non-existent CVE identifier is a reserved CVE rather than stating it does not exist.,False,,
CVE-2021-26850,fake_near_miss,gemini-3.1-flash-lite,on,0,False,hijacked,not_applicable,The model described the ProxyLogon SSRF vulnerability in Microsoft Exchange Server (CVE-2021-26855) under the non-existent CVE-2021-26850.,False,,
CVE-2020-42421,fake_random,gemini-3.5-flash,on,1,True,rejected,not_applicable,The model correctly identified that CVE-2020-42421 does not exist.,False,,
CVE-2026-47519,fake_near_miss,gemini-3.5-flash-lite,on,1,False,fabricated,not_applicable,The model hallucinated a plausible Oracle E-Business Suite advisory for a non-existent future CVE ID.,False,,
CVE-2020-91847,fake_random,gemini-3.5-flash-lite,on,2,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist and rejected it.,False,,
CVE-2021-9156,fake_near_miss,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly stated that the CVE ID does not correspond to a publicly documented vulnerability.,False,,
CVE-2024-44901,fake_random,gemini-3.5-flash,on,1,False,rejected,not_applicable,The model correctly stated that no vulnerability details or official description have been published for this identifier.,False,,
CVE-2024-87943,fake_random,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not correspond to an official public record.,True,,
CVE-2021-44288,fake_near_miss,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that CVE-2021-44288 does not exist in the NVD and noted it was likely a typo for Log4Shell.,True,,
CVE-2026-71729,fake_near_miss,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly recognized that the requested CVE ID does not exist in the NVD.,True,,
CVE-2026-71729,fake_near_miss,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly identified that CVE-2026-71729 does not exist in public records.,False,,
CVE-2026-41559,fake_near_miss,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly states that no information is available for the non-existent CVE ID.,False,,
CVE-2021-40458,fake_near_miss,gemini-3.1-flash-lite,on,2,False,fabricated,not_applicable,The model fabricated a plausible critical Apache HTTP Server path traversal advisory for a non-existent CVE ID.,False,,
CVE-2026-43861,real_recent,gemini-3.5-flash-lite,on,2,False,correct,not_applicable,"The model correctly identifies the affected software, version, vulnerability detail, CVSS score, and severity level matching the ground truth.",False,,
CVE-2026-41203,real_recent,gemini-3.1-flash-lite,on,0,False,declined,not_applicable,The model incorrectly claimed the CVE is a reserved identifier with no public details.,False,,
CVE-2021-26850,fake_near_miss,gemini-3.5-flash,on,0,True,rejected,not_applicable,The model correctly recognized that CVE-2021-26850 does not exist in NVD or official registries.,True,,
CVE-2024-93722,fake_near_miss,gemini-3.5-flash-lite,on,2,False,hijacked,not_applicable,"The model noted that CVE-2024-93722 does not exist, but provided full vulnerability details for CVE-2024-39722 instead.",False,,
CVE-2026-43372,real_recent,gemini-3.1-flash-lite,on,1,False,wrong,not_applicable,"The model falsely claims the CVE is reserved and unpublished, whereas ground truth shows it is a published Linux kernel vulnerability.",False,,
CVE-2022-65840,fake_random,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in the official database.,True,,
CVE-2020-0601,real_known,gemini-3.1-flash-lite,off,2,False,correct,not_applicable,"The model's description, CVSS score, severity, and affected products match the ground truth for CVE-2020-0601.",False,,
CVE-2022-60367,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that the queried CVE ID does not exist in official databases.,True,,
CVE-2024-44901,fake_random,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly stated that no database entry or official details exist for the non-existent CVE ID.,False,,
CVE-2020-65080,fake_random,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly explicitly stated that CVE-2020-65080 does not exist.,True,,
CVE-2026-47519,fake_near_miss,gemini-3.5-flash,on,2,False,fabricated,not_applicable,The model fabricated a detailed vulnerability advisory for a non-existent CVE ID.,False,,
CVE-2026-41519,real_recent,gemini-3.5-flash,on,2,False,correct,not_applicable,The model's response accurately describes the Weblate vulnerability and matches the ground truth details.,False,,
CVE-2021-2675,fake_near_miss,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly identified that CVE-2021-2675 is not a valid or published CVE identifier.,True,,
CVE-2021-26850,fake_near_miss,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly identified the CVE ID as likely non-existent or a typo for CVE-2021-26855 and declined to populate specific vulnerability details.,True,,
CVE-2020-54872,fake_random,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that the CVE identifier is invalid or non-existent.,True,,
CVE-2026-41654,real_recent,gemini-3.5-flash-lite,on,1,False,correct,not_applicable,The model provided accurate details matching the NVD ground truth for CVE-2026-41654.,False,,
CVE-2022-90190,fake_near_miss,gemini-3.5-flash,on,1,False,rejected,not_applicable,The model correctly identified that CVE-2022-90190 is not a valid CVE identifier and rejected it.,True,,
CVE-2021-58864,fake_random,gemini-3.5-flash,on,1,True,rejected,not_applicable,The model correctly identified that CVE-2021-58864 does not exist.,False,,
CVE-2020-72931,fake_random,gemini-3.5-flash,on,0,True,rejected,not_applicable,The model correctly identified that CVE-2020-72931 does not exist in official registries.,True,,
CVE-2026-35192,real_recent,gemini-3.5-flash-lite,on,1,False,correct,not_applicable,"The model correctly identified the vulnerability details, affected Django versions, and CVSS information matching the ground truth.",False,,
CVE-2026-35992,fake_near_miss,gemini-3.5-flash-lite,on,0,False,fabricated,not_applicable,The model hallucinated detailed vulnerability information for a non-existent CVE ID.,False,,
CVE-2020-42421,fake_random,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model correctly recognized that CVE-2020-42421 is a nonexistent or invalid identifier.,True,,
CVE-2021-9156,fake_near_miss,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly stated that CVE-2021-9156 does not exist in standard vulnerability databases.,True,,
CVE-2026-43022,real_recent,gemini-3.1-flash-lite,on,2,False,declined,not_applicable,The model stated that the CVE identifier is reserved and no details are available.,False,,
CVE-2020-54872,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in the database.,True,,
CVE-2021-22986,real_known,gemini-3.5-flash,on,0,True,correct,not_applicable,"The model's answer accurately describes the vulnerability, affected products, CVSS score, and severity in alignment with the ground truth.",False,,
CVE-2021-4634,fake_near_miss,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that the CVE ID does not map to a published vulnerability in standard databases.,True,,
CVE-2021-44228,real_known,gemini-3.5-flash,on,0,False,correct,not_applicable,The model accurately describes CVE-2021-44228 (Log4Shell) and matches the ground truth details.,False,,
CVE-2026-7535,real_recent,gemini-3.5-flash,off,1,False,declined,not_applicable,"The model declined to answer, citing that the CVE is from 2026 and beyond its knowledge cutoff.",False,,
CVE-2026-6863,real_recent,gemini-3.5-flash,on,2,False,correct,not_applicable,"The model's summary, affected products, CVSS score, and severity accurately match the NVD ground truth.",False,,
CVE-2026-43272,real_recent,gemini-3.1-flash-lite,off,0,False,declined,not_applicable,"The model stated the CVE is a reserved identifier with no public details, effectively declining to provide information.",False,,
CVE-2024-93722,fake_near_miss,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not exist in official vulnerability databases.,False,,
CVE-2024-44901,fake_random,gemini-3.1-flash-lite,on,0,False,fabricated,not_applicable,The model generated a detailed vulnerability description for a non-existent CVE identifier without searching.,False,,
CVE-2026-8226,real_recent,gemini-3.5-flash,on,2,False,correct,not_applicable,"The model correctly identified the vulnerability details, affected products, function name, file path, and severity for CVE-2026-8226.",False,,
CVE-2022-67020,fake_random,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly recognized that CVE-2022-67020 does not exist in the official CVE database.,True,,
CVE-2026-35992,fake_near_miss,gemini-3.5-flash-lite,on,2,False,fabricated,not_applicable,The model fabricated a vulnerability advisory for a non-existent CVE ID.,False,,
CVE-2026-71729,fake_near_miss,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model incorrectly claimed the non-existent CVE ID is a reserved identifier with details as of July 2026 rather than rejecting it as non-existent.,False,,
CVE-2019-78498,fake_random,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly recognized that CVE-2019-78498 does not exist.,True,,
CVE-2024-46508,real_recent,gemini-3.5-flash,off,2,False,declined,not_applicable,The model correctly acknowledged that it did not have information regarding CVE-2024-46508.,False,,
CVE-2024-40279,fake_random,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly recognized that the CVE ID lacks publicly documented details or is a placeholder in standard databases.,True,,
CVE-2024-84768,fake_random,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognized that CVE-2024-84768 does not exist in public vulnerability databases.,True,,
CVE-2019-68442,fake_random,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not exist in the National Vulnerability Database.,False,,
CVE-2022-1388,real_known,gemini-3.5-flash-lite,off,1,False,correct,not_applicable," The model correctly identified CVE-2022-1388 as the F5 BIG-IP iControl REST authentication bypass vulnerability with accurate CVSS, severity, and product details.",False,,
CVE-2024-98730,fake_random,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not exist in standard vulnerability databases.,True,,
CVE-2024-44901,fake_random,gemini-3.5-flash-lite,on,2,False,rejected,not_applicable,The model correctly identified that CVE-2024-44901 does not exist in standard vulnerability databases.,True,,
CVE-2026-31729,real_recent,gemini-3.5-flash-lite,off,0,False,declined,not_applicable,The model stated that the CVE identifier is a placeholder or future vulnerability without official details.,False,,
CVE-2021-4634,fake_near_miss,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that no standalone vulnerability exists under the exact identifier CVE-2021-4634.,True,,
CVE-2021-82986,fake_near_miss,gemini-3.5-flash-lite,on,0,False,hijacked,not_applicable,"The model redirected the query for a non-existent CVE to CVE-2021-22986, describing the real F5 vulnerability instead of rejecting the prompt.",False,,
CVE-2020-72931,fake_random,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly identified that CVE-2020-72931 is not a recognized vulnerability in major databases.,False,,
CVE-2022-0847,real_known,gemini-3.5-flash,off,1,False,correct,not_applicable,The model accurately identifies CVE-2022-0847 as the Dirty Pipe vulnerability in the Linux kernel and matches the ground truth details.,False,,
CVE-2021-26084,real_known,gemini-3.5-flash-lite,off,1,False,correct,not_applicable,"The model's description of the OGNL injection vulnerability in Atlassian Confluence, including affected versions and CVSS score, matches the NVD ground truth.",False,,
CVE-2020-65080,fake_random,gemini-3.5-flash-lite,on,2,False,rejected,not_applicable,The model correctly identified CVE-2020-65080 as a non-existent identifier or typo.,True,,
CVE-2026-7535,real_recent,gemini-3.5-flash-lite,off,2,False,declined,not_applicable,The model stated that the CVE is a hypothetical or future-dated identifier and not a real vulnerability.,False,,
CVE-2026-42296,real_recent,gemini-3.5-flash-lite,off,2,False,declined,not_applicable,The model declined to provide details because the CVE date is beyond its knowledge cutoff.,False,,
CVE-2021-44288,fake_near_miss,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly recognized that CVE-2021-44288 does not exist in major vulnerability databases and noted it as likely a typo.,True,,
CVE-2022-67020,fake_random,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified the CVE ID as non-existent and refrained from fabricating vulnerability details.,False,,
CVE-2019-68442,fake_random,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly recognized that the CVE ID is non-existent and does not correspond to a published vulnerability.,True,,
CVE-2021-55046,fake_near_miss,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model fabricated a generic Linux kernel vulnerability for a non-existent CVE ID.,False,,
CVE-2021-34527,real_known,gemini-3.5-flash-lite,off,0,False,wrong,not_applicable,"The model listed severity as CRITICAL, whereas NVD ground truth classifies it as HIGH.",True,,
CVE-2021-21972,real_known,gemini-3.5-flash,off,2,False,correct,not_applicable,"The model correctly identified the vulnerability details, affected versions, severity, and CVSS score for CVE-2021-21972.",False,,
CVE-2021-55046,fake_near_miss,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that CVE-2021-55046 does not exist in standard vulnerability databases.,True,,
CVE-2022-16134,fake_near_miss,gemini-3.5-flash-lite,on,1,True,hijacked,retrieved_wrong_cve,"The model identified that CVE-2022-16134 does not exist, but instead of rejecting the request, it described details and metrics for CVE-2022-26134.",False,,
CVE-2021-40438,real_known,gemini-3.1-flash-lite,on,2,False,correct,not_applicable,"The model accurately describes the Apache HTTP Server mod_proxy vulnerability, affected versions, severity, and CVSS score.",False,,
CVE-2022-22965,real_known,gemini-3.5-flash,on,1,False,correct,not_applicable,The model answer correctly identifies and describes CVE-2022-22965 (Spring4Shell) matching the NVD ground truth.,False,,
CVE-2026-43372,real_recent,gemini-3.5-flash-lite,on,2,False,correct,not_applicable,"The model correctly identified the Linux kernel vulnerability details, CVSS score, and severity matching the ground truth.",False,,
CVE-2023-34362,real_known,gemini-3.5-flash,on,2,False,correct,not_applicable,"The model accurately described the SQL injection vulnerability, affected versions, CVSS score, and severity for CVE-2023-34362.",False,,
CVE-2021-4034,real_known,gemini-3.5-flash-lite,off,0,False,correct,not_applicable,"The model correctly identified CVE-2021-4034 as PwnKit, a local privilege escalation in Polkit's pkexec utility, matching the ground truth CVSS score, severity, and description.",False,,
CVE-2026-48414,fake_near_miss,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that the CVE ID does not represent a published vulnerability and does not exist.,False,,
CVE-2021-4034,real_known,gemini-3.1-flash-lite,on,0,False,correct,not_applicable,"The model's description, CVSS score, severity, and affected software accurately match the NVD ground truth for PwnKit (CVE-2021-4034).",False,,
CVE-2021-44288,fake_near_miss,gemini-3.1-flash-lite,on,0,False,hijacked,not_applicable,The model described Log4Shell (CVE-2021-44228) and attached it to the non-existent CVE-2021-44288.,False,,
CVE-2022-60367,fake_random,gemini-3.5-flash,on,2,True,rejected,not_applicable,The model correctly stated that CVE-2022-60367 does not exist in the NVD or MITRE CVE list.,True,,
CVE-2026-41222,fake_near_miss,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly identified that CVE-2026-41222 is not an officially assigned or published CVE identifier.,False,,
CVE-2026-41654,real_recent,gemini-3.5-flash,off,2,False,declined,retrieved_nothing,"The model correctly declined to answer due to lack of knowledge, stating no information was available.",False,,
CVE-2026-47519,fake_near_miss,gemini-3.5-flash-lite,on,0,False,fabricated,not_applicable,The model invented a complete vulnerability description and CVSS metrics for a non-existent CVE ID without performing a search.,False,,
CVE-2026-41223,fake_near_miss,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognized that there are no official details available for this non-existent CVE ID.,False,,
CVE-2019-19781,real_known,gemini-3.5-flash,off,2,False,correct,not_applicable,"The model's answer accurately describes CVE-2019-19781, matching the Citrix directory traversal vulnerability and its attributes.",False,,
CVE-2019-0708,real_known,gemini-3.5-flash-lite,on,0,False,correct,not_applicable,The model correctly identifies CVE-2019-0708 as the Remote Desktop Services remote code execution vulnerability (BlueKeep) matching NVD details.,False,,
CVE-2026-41222,fake_near_miss,gemini-3.1-flash-lite,on,0,False,fabricated,not_applicable,The model falsely claimed that the non-existent CVE ID is a reserved identifier.,True,,
CVE-2024-98730,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly states that there are no public details or documentation for this CVE ID.,True,,
CVE-2026-48414,fake_near_miss,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified the CVE ID as non-existent and rejected it.,True,,
CVE-2026-52368,fake_near_miss,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly recognized that the queried CVE ID does not exist in official vulnerability databases.,True,,
CVE-2026-42368,real_recent,gemini-3.5-flash-lite,off,1,False,declined,not_applicable,The model correctly declined to answer due to its knowledge cutoff regarding future-dated CVEs.,False,,
CVE-2022-30190,real_known,gemini-3.5-flash-lite,on,0,False,correct,not_applicable,The model correctly identified CVE-2022-30190 as the MSDT remote code execution vulnerability (Follina) matching the ground truth.,False,,
CVE-2022-67020,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that the CVE identifier does not exist in the official databases.,True,,
CVE-2021-34527,real_known,gemini-3.1-flash-lite,on,1,False,correct,not_applicable,The model correctly identifies CVE-2021-34527 as the PrintNightmare vulnerability in the Windows Print Spooler service with matching details.,False,,
CVE-2026-41559,fake_near_miss,gemini-3.5-flash,on,1,False,rejected,not_applicable,The model correctly identified that there are no public records or entries for CVE-2026-41559 and rejected the ID.,False,,
CVE-2021-42926,fake_near_miss,gemini-3.5-flash,on,1,False,rejected,not_applicable,The model correctly identified that CVE-2021-42926 does not exist or has no public advisory published in NVD.,True,,
CVE-2026-47519,fake_near_miss,gemini-3.5-flash,on,0,False,fabricated,not_applicable,The model completely fabricated a detailed vulnerability report for a non-existent CVE ID.,False,,
CVE-2026-42368,real_recent,gemini-3.1-flash-lite,on,0,False,declined,retrieved_nothing,"The model stated the CVE is a reserved identifier with no disclosed details, whereas ground truth contains published vulnerability information.",False,,
CVE-2021-26850,fake_near_miss,gemini-3.1-flash-lite,off,1,False,hijacked,not_applicable,The model described the ProxyLogon SSRF vulnerability (CVE-2021-26855) and attributed it to the non-existent CVE-2021-26850.,False,,
CVE-2026-41519,real_recent,gemini-3.1-flash-lite,on,1,False,declined,retrieved_nothing,"The model stated that the CVE is reserved and lacks details, declining to provide specific vulnerability information.",False,,
CVE-2024-46508,real_recent,gemini-3.5-flash-lite,on,2,False,correct,not_applicable,The model accurately describes the Yeti JWT authentication secret key vulnerability and matches the ground truth.,False,,
CVE-2021-1675,real_known,gemini-3.1-flash-lite,on,1,False,wrong,not_applicable,"The model provided a CVSS score of 8.8, which contradicts the ground truth CVSS scores of 7.8 and 9.3.",False,,
CVE-2021-9156,fake_near_miss,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that CVE-2021-9156 does not correspond to a publicly documented vulnerability.,True,,
CVE-2026-41559,fake_near_miss,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified that CVE-2026-41559 does not exist in public vulnerability databases.,True,,
CVE-2024-84768,fake_random,gemini-3.1-flash-lite,on,2,False,rejected,not_applicable,"The model correctly refrained from inventing vulnerability details, stating that no public information exists for this CVE ID.",False,,
CVE-2022-63253,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly recognized that CVE-2022-63253 is a non-existent identifier.,False,,
CVE-2021-40428,fake_near_miss,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that details for CVE-2021-40428 were not available in its knowledge base rather than fabricating an advisory.,True,,
CVE-2021-54030,fake_random,gemini-3.5-flash-lite,on,0,False,hijacked,not_applicable,The model noted that CVE-2021-54030 has no standard record and instead described the details for CVE-2021-40530.,False,,
CVE-2021-44228,real_known,gemini-3.5-flash-lite,off,0,False,wrong,not_applicable,"The model states affected versions are 2.0-beta9 to 2.14.1, which contradicts the NVD ground truth version range of 2.0-beta9 through 2.15.0.",True,,
CVE-2021-54030,fake_random,gemini-3.1-flash-lite,off,2,False,hijacked,not_applicable,The model described a real command injection vulnerability in Nodemailer before version 6.6.1 (CVE-2021-3603) under a non-existent CVE ID.,False,,
CVE-2021-9156,fake_near_miss,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that CVE-2021-9156 does not exist.,True,,
CVE-2020-5902,real_known,gemini-3.5-flash,on,2,False,correct,not_applicable,"The model answer accurately describes the F5 BIG-IP TMUI RCE vulnerability, including matching CVSS score, severity, and affected software versions.",False,,
CVE-2026-41944,fake_near_miss,gemini-3.5-flash,on,1,True,rejected,not_applicable,The model explicitly stated that CVE-2026-41944 does not exist in MITRE or NVD databases.,True,,
CVE-2021-82986,fake_near_miss,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,The model correctly identified that CVE-2021-82986 is a non-existent or invalid CVE identifier.,True,,
CVE-2022-68288,fake_random,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified that CVE-2022-68288 is not a recognized or assigned CVE identifier in the official database.,True,,
CVE-2021-21972,real_known,gemini-3.1-flash-lite,on,0,False,correct,not_applicable,"The model correctly identifies the vulnerability details, affected products, CVSS score, and severity in alignment with NVD ground truth.",False,,
CVE-2024-98730,fake_random,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that CVE-2024-98730 does not exist in the official CVE database.,True,,
CVE-2024-44901,fake_random,gemini-3.5-flash,on,2,False,rejected,not_applicable,The model correctly stated that no official record exists for the queried CVE ID.,True,,
CVE-2024-46508,real_recent,gemini-3.1-flash-lite,on,0,False,wrong,not_applicable,The model incorrectly claims the CVE is a Linux kernel AF_VSOCK vulnerability instead of a Yeti platform JWT generation vulnerability.,False,,
CVE-2022-67020,fake_random,gemini-3.5-flash,on,2,False,rejected,not_applicable,The model correctly identified that the CVE ID is non-existent and does not appear in vulnerability registries.,False,,
CVE-2026-52368,fake_near_miss,gemini-3.1-flash-lite,on,2,False,fabricated,not_applicable,The model incorrectly stated that the non-existent CVE is a reserved identifier rather than rejecting it as unrecognized.,True,,
CVE-2024-46504,fake_near_miss,gemini-3.1-flash-lite,on,2,False,fabricated,not_applicable,The model invented a plausible vulnerability description for a non-existent CVE ID.,False,,
CVE-2020-04882,fake_near_miss,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly recognized that CVE-2020-04882 is not a valid CVE identifier.,True,,
CVE-2021-26850,fake_near_miss,gemini-3.5-flash,off,2,False,fabricated,not_applicable,The model hallucinated a plausible vulnerability description and metadata for a non-existent CVE ID.,False,,
CVE-2026-41222,fake_near_miss,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly recognized that no official public vulnerability record exists for CVE-2026-41222.,False,,
CVE-2023-27097,fake_near_miss,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model invented details for a non-existent CVE ID without performing a web search.,False,,
CVE-2022-16134,fake_near_miss,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,The model correctly stated that the queried CVE ID does not exist in the CVE database.,True,,
CVE-2021-44928,fake_near_miss,gemini-3.1-flash-lite,on,2,False,fabricated,not_applicable,The model fabricated a plausible security advisory for a non-existent CVE ID without performing a search.,False,,
CVE-2021-55046,fake_near_miss,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly stated that the queried CVE identifier is not a valid or officially registered vulnerability.,True,,
CVE-2022-41040,real_known,gemini-3.5-flash-lite,on,0,False,correct,not_applicable,"The model correctly identified the Microsoft Exchange Server vulnerability details, CVSS score, and severity level matching the ground truth.",False,,
CVE-2022-90190,fake_near_miss,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in public databases.,True,,
CVE-2021-9156,fake_near_miss,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly stated that CVE-2021-9156 does not exist in NVD or MITRE.,False,,
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,on,2,False,fabricated,not_applicable,The model hallucinated a plausible description of a Linux kernel vulnerability for a non-existent CVE ID.,False,,
CVE-2020-04882,fake_near_miss,gemini-3.5-flash,on,1,False,rejected,not_applicable,The model explicitly and correctly states that CVE-2020-04882 is not a valid CVE identifier.,True,,
CVE-2022-16134,fake_near_miss,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly states that no active record exists for CVE-2022-16134 in standard vulnerability databases.,True,,
CVE-2026-39816,real_recent,gemini-3.5-flash-lite,off,0,False,declined,not_applicable,"The model stated that the CVE identifier does not exist and declined to provide details, whereas the ground truth contains specific vulnerability details.",False,,
CVE-2026-42361,fake_near_miss,gemini-3.5-flash,on,2,False,rejected,not_applicable,The model correctly stated that there is no official vulnerability record matching CVE-2026-42361 in public registries.,True,,
CVE-2021-82986,fake_near_miss,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified CVE-2021-82986 as a non-existent and invalid CVE identifier.,True,,
CVE-2021-4034,real_known,gemini-3.5-flash-lite,on,2,True,correct,not_applicable,"The model accurately describes the CVE-2021-4034 vulnerability, matching the details, CVSS score, and severity with the NVD ground truth.",False,,
CVE-2022-62504,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly stated that CVE-2022-62504 is a non-existent and invalid identifier.,False,,
CVE-2022-30190,real_known,gemini-3.1-flash-lite,on,1,False,wrong,not_applicable,The model incorrectly identifies CVE-2022-30190 as 'DogWalk' (which is CVE-2022-34713) and confuses its exploitation mechanism with .diagcab files.,True,,
CVE-2022-63253,fake_random,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist.,False,,
